JEAFBPFEDAM	BPGIGODONBH	CGGMNMMBOND	NLFMOMNLBDJ	PGABGPKMNAN	CGMCBILGBLC	FPCBLGCAKBP	LGKEHFPCIJE	GINIFNCJGKI	FIONDMKOIJI	OAHAOLFCLOK	PNCCJLPGLEB	IPEJKELGEPE	GLFAHCGDBJD	EHPLOJAFJFI	NOHPFLNFAOK	APGDLLPCHDI	MNGJEEHMOMD	JIANHJDNLHL	teleport_id
[]	"Zero_PlayerPos_AbyssEnter"	151	"1021228250"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1049
[]	"Zero_PlayerPos_AbyssEnter"	151	"1021228250"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1050
[]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIYorozuyaDifficultWteleport_idgetController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1051
[]	"FortuneSquare_PlayerPos_To3ZStudio"	101	"1060140136"	"TeleportName_404"	1251	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/Icon3Z.png"	100002	FALSE	"UIFashionStoreMainPageController"	8	1	[]	40	[]	[]	TRUE	"TeleportName_01_DecorativeText"	4	1052
[310]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIYorozuyaDifficultWteleport_idgetController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1053
[]	"Workshop_PlayerPos_ToTV"	2	"30070020"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000002]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1054
[]	"Workshop_PlayerPos_ToTV"	2	"30070020"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000001]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1055
[117]	"Street_PlayerPos_Activity_JigsawPuzzle-Remake01_Day00_Teleport_1"	1	""	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	10	[]	[70041]	TRUE	"TeleportName_01_DecorativeText"	1	1056
[]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIYorozuyaDifficultWteleport_idgetController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1057
[117]	"Workshop_PlayerPos_ToTV"	2	"30070020"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000003]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1058
[]	"Zero_PlayerPos_AbyssEnter"	151	"1040140557"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAbyssS2EntrancePageController"	0	0	[10100202]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1059
[]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIYorozuyaDifficultWteleport_idgetController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1060
[]	"TransformPos_Activity_SpringFestival_Stair"	108	"1040140135&30070015"	"TeleportName_01"	4725	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100002	FALSE	"UIGoldMiningDayMainPageController"	0	0	[]	140	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1061
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000005]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1062
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000004]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1063
[]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAbyssS2EntrancePageController"	0	0	[10100203]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1064
[]	"TransformPos_Activity_SpringFestival_Zhteleport_idaibu"	108	"1040140135&30070015"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	140	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1065
[117]	"Street_NPCPos_QuestActivity_TowerDefence_NPC3"	107	""	"TeleportName_01"	0	"UI/Sprite/A3DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	130	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1066
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000006]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1067
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000007]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1068
[]	"Zero_PlayerPos_AbyssEnter"	151	"1063080004|1040140553"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIYorozuyaDifficultWteleport_idgetController"	0	0	[]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1069
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000008]	5	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1070
[]	"Zero_NPCPos_NotoriousHuntDefault"	151	"2030110003"	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIVRBossBattlePageController"	0	0	[0]	50	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1071
[]	"Street_Teleport_ToAudioVteleport_ideoStore"	1	"1040140214"	"TeleportName_04"	1101	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBardicBeedie.png"	100004	FALSE	""	0	0	[]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	1072
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000009]	5	[]	[6003511|6003512|6003513|6003514]	TRUE	"TeleportName_01_DecorativeText"	2	1073
[117|123]	"Whitfield_PlayerPos_2F_SuiBianGuan_TV"	201	"1040140742"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000009]	200	[]	[6003511|6003512|6003513|6003514]	TRUE	"TeleportName_01_DecorativeText"	2	1074
[117|123]	"Workshop_PlayerPos_ToTV"	2	"2000070002&1040140135"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000009]	5	[]	[6003511|6003512|6003513|6003514]	TRUE	"TeleportName_01_DecorativeText"	2	1075
[117|123]	"Whitfield_PlayerPos_2F_SuiBianGuan_TV"	201	"1040140742"	"TeleportName_01"	4713	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	"UIAvatarStoryActivityPageController"	0	0	[121000009]	200	[]	[6003511|6003512|6003513|6003514]	TRUE	"TeleportName_01_DecorativeText"	2	1076
[]	"Hand_PlayerPos_Default"	105	"1040140400&1040140416"	"TeleportName_1101"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconHQPlaza.png"	100011	FALSE	""	1101	1	[]	110	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1101
[]	"HandOffice_PlayerPos_Default"	155	"1040140400&1040140416"	"TeleportName_1102"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconHSOSS.png"	100011	FALSE	""	1104	0	[]	110	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1102
[]	"Miniscape_PlayerPos_Teleport"	105	"1040140618"	"TeleportName_1103"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconMelinoe.png"	100011	FALSE	""	1103	1	[]	110	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1103
[]	"HandOffice_PlayerPos_Default"	155	"1040140558"	"TeleportName_1102"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconHSOSS.png"	100011	FALSE	""	1102	1	[]	110	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1104
[]	"Port_PlayerPos_Default"	106	"1040140451|1100141106"	"TeleportName_1201"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconEips.png"	100011	FALSE	""	1201	1	[]	120	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1201
[]	"Port_TeleportPos_Meow01"	106	"1060140310|1060060070"	"TeleportName_1202"	1236	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	TRUE	""	1200	1	[]	120	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1202
[]	"Port_TeleportPos_Trash001"	106	"1230101410"	"TeleportName_1203"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconTrash.png"	100011	FALSE	""	1203	1	[]	120	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1203
[]	"Port_TeleportPos_Island001"	106	"1100141111"	"TeleportName_1204"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconReef.png"	100011	FALSE	""	1204	1	[]	120	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1204
[]	"ReverbArena_PlayerPos_Entry"	107	"1040140135"	"TeleportName_1301"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconEntrance.png"	100011	FALSE	""	1301	1	[]	130	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1301
[]	"ReverbArena_PlayerPos_Courtyard"	107	"1040140135"	"TeleportName_1302"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconRestArea.png"	100011	FALSE	""	1302	1	[]	130	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1302
[]	"Concert_PlayerPos_Default"	108	"1040140433&1040140488"	"TeleportName_1401"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconHall.png"	100011	FALSE	""	1401	1	[]	140	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1401
[]	"ConcertVIP_PlayerPos_FromConcertHall"	108	"1040140433&1040140488"	"TeleportName_1402"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconVip.png"	100011	FALSE	""	1402	1	[]	140	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	1402
[]	"Whitfield_PlayerPos_2F_SuiBianGuan001"	201	"1040140718"	"TeleportName_2001"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSuibianTempleAtrium.png"	100011	FALSE	""	9	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2001
[]	"Whitfield_PlayerPos_2F_SuiBianGuan002"	201	"1040140742"	"TeleportName_2002"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSuibianTempleSanctum.png"	100011	FALSE	""	10	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2002
[]	"WaifeiHeights_PlayerPos_1F_Elevator"	201	"1040140718"	"TeleportName_2003"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	18	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2003
[]	"Whitfield_PlayerPos_2F_BangChao001"	201	"650014030"	"TeleportName_2004"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconBooBox.png"	100011	FALSE	""	8	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2004
[]	"Whitfield_PlayerPos_2F_GoodGoods001"	201	"650014027"	"TeleportName_2005"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconGoodGoods.png"	100011	FALSE	""	7	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2005
[]	"Whitfield_PlayerPos_2F_YumChaSin001"	201	"650014026"	"TeleportName_2006"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconYumChaSin.png"	100011	FALSE	""	5	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2006
[]	"Whitfield_PlayerPos_2F_DevonPawnShop001"	201	"650014029"	"TeleportName_2007"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconDevonPawnShop.png"	100011	FALSE	""	6	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2007
[]	"Whitfield_PlayerPos_2F_SuanGuaDog001"	201	"1040140774"	"TeleportName_2008"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconAShuo.png"	100011	FALSE	""	2	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2008
[]	"Whitfield_PlayerPos_2F_Cafe001"	201	"1040140768"	"TeleportName_2009"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCoff.png"	100011	FALSE	""	3	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2009
[]	"Whitfield_PlayerPos_2F_VHS001"	201	"1040140768"	"TeleportName_2010"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStaff.png"	100011	FALSE	""	4	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2010
[]	"Whitfield_PlayerPos_2F_CentralPlaza001"	201	"1040140718"	"TeleportName_2011"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStormguard.png"	100011	FALSE	""	11	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2011
[]	"Whitfield_PlayerPos_2F_CableCar001"	201	"1040140718"	"TeleportName_2012"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCableCar.png"	100011	FALSE	""	12	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2012
[]	"WaifeiHeights_PlayerPos_3F_Elevator"	201	"1040140718"	"TeleportName_2013"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSeagazeRoad.png"	100011	FALSE	""	13	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2013
[]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	"1040140730"	"TeleportName_2014"	4757	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSuibianTemple.png"	100011	TRUE	""	1	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2014
[]	"Workshop_PlayerPos_FromVR"	2	""	"TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconStorage.png"	100001	FALSE	""	0	0	[]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2015
[128]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	4769	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	TRUE	""	2016	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2016
[126]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	4770	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	TRUE	""	2017	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2017
[127]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	4771	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	TRUE	""	2018	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2018
[124]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	4757	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	TRUE	""	2019	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2019
[129]	"Whitfield_PlayerPos_2F_YumChaSin001"	201	""	"TeleportName_2014"	4758	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	FALSE	""	2020	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2020
[131]	"Whitfield_PlayerPos_2F_GoodGoods001"	201	""	"TeleportName_2014"	4764	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	FALSE	""	2021	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2021
[130]	"Whitfield_PlayerPos_2F_DevonPawnShop001"	201	""	"TeleportName_2014"	4765	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	FALSE	""	2022	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2022
[132]	"Whitfield_PlayerPos_2F_BangChao001"	201	""	"TeleportName_2014"	4759	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100011	FALSE	""	2023	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2023
[129]	"Whitfield_PlayerPos_2F_YumChaSin001"	201	""	"TeleportName_2014"	4758	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	FALSE	""	2024	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2024
[131]	"Whitfield_PlayerPos_2F_GoodGoods001"	201	""	"TeleportName_2014"	4764	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	FALSE	""	2025	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2025
[130]	"Whitfield_PlayerPos_2F_DevonPawnShop001"	201	""	"TeleportName_2014"	4765	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	FALSE	""	2026	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2026
[132]	"Whitfield_PlayerPos_2F_BangChao001"	201	""	"TeleportName_2014"	4759	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	FALSE	""	2027	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2027
[]	"Steleport_ide_SideSuibianTempleRevival_WaifeiHeights_PlayerPos_50_end"	201	""	"TeleportName_01"	0	""	100011	FALSE	""	2028	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2028
[124]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	TRUE	"UISuibianTempleMainPageController"	2029	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2029
[128|135]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	TRUE	"TempleExpedition"	2030	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2030
[126|136]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	TRUE	"TempleManageProduce"	2031	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2031
[127|137]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	TRUE	"TempleManageSale"	2032	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2032
[]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	FALSE	""	2033	0	[]	200	[]	[40814]	TRUE	"TeleportName_01_DecorativeText"	1	2033
[]	"Whitfield_PlayerPos_2F_SuiBianGuan_VR"	201	"1040140742"	"TeleportName_2035"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSuibianTempleSanctum.png"	100011	FALSE	""	16	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2035
[]	"Street_PlayerPos_Teleport001"	1	""	"TeleportName_2036"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconTrash.png"	100011	FALSE	""	2036	1	[]	10	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2036
[]	"Beach_PlayerPos_Aquarium"	202	"1100140510"	"EndlessSummer_TeleportName_02"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	2	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2037
[]	"Beach_PlayerPos_Surfing"	202	"1100140509"	"EndlessSummer_TeleportName_03"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	3	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2038
[]	"Beach_PlayerPos_Fishing"	202	"1100140511"	"EndlessSummer_TeleportName_04"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	4	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2039
[]	"Beach_PlayerPos_Shooting"	202	"1100140508"	"EndlessSummer_TeleportName_05"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	5	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2040
[]	"Beach_PlayerPos_BackStreet"	202	"1040140791|1100141679"	"EndlessSummer_TeleportName_06"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	6	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2041
[]	"Beach_PlayerPos_VisitorCenter"	202	"1040140791|1100141679"	"EndlessSummer_TeleportName_01"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	1	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2042
[138]	"Steleport_ide_SideSuibianTempleRevival_NPCPos_Shiye"	201	""	"TeleportName_2014"	4791	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconNiaKichi.png"	100019	TRUE	""	2037	0	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	5	2043
[]	"Whitfield_PlayerPos_2F02"	201	"1040140792"	"TeleportName_2012"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCableCar.png"	100011	FALSE	""	14	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2045
[]	"Whitfield_PlayerPos_1F01"	201	"1040140792"	"TeleportName_2046"	0	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconCableCar.png"	100011	FALSE	""	15	1	[]	200	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2046
[117|123]	"Beach_PlayerPos_Teleport_BangbooAutoFishing"	202	"1040140791|1100141679"	"EndlessSummer_TeleportName_01"	4778	"UI/Sprite/A1DynamicLoad/NavigationPage/UnPacker/ShopPic/IconSailumeBay.png"	100011	FALSE	""	2047	1	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	2	2047
[]	"Beach_PlayerPos_Teleport_2048"	202	"1040140791|1100141679"	"SectionName_Beach"	0	""	100011	FALSE	""	2048	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2048
[]	"Beach_PlayerPos_Teleport_2049"	202	"1040140791|1100141679"	"SectionName_Beach"	0	""	100011	FALSE	""	2049	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2049
[]	"Beach_PlayerPos_Teleport_2050"	202	"1040140791|1100141679"	"SectionName_Beach"	0	""	100011	FALSE	""	2050	0	[]	210	[]	[]	TRUE	"TeleportName_01_DecorativeText"	1	2050
