EDPGGLHLAIF	HBJMCOCPNKO	APGDLLPCHDI	KOFMLECKDNM	MFGBFHKFIGH	DCJLBCCHCCP	OBMKEBKDGLO	CEADECJHKBK	KAEAABNFKLG	PNCCJLPGLEB	id	AKCNOJEINGF	HGELILFEENA	LAJFKGHOFAO	NLLGJGGLEKK	GMGNNCAIDIC
""	""	TRUE	""	[]	""	""	0	"ActivityChat_GoldenWeek_0132_11"	1	20124	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ActivityChat_GoldenWeek_0135_03"	1	20125	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_01"	1	30001	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_02"	1	30002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Chat_ChapterTGS_23_02"	1	30003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Chat_ChapterTGS_23_01"	1	30004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_03"	1	30005	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_04"	1	30006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_05"	1	30007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_10003"	1	30008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_10011"	1	30009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_06"	1	30010	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_07"	1	30011	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_08"	1	30012	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_09"	1	30013	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_10"	1	30014	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_11"	1	30015	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_12"	1	30016	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_13"	1	30017	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30018"	1	30018	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30020"	1	30020	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserByChat_Chapter00_0003_12"	1	30021	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30022"	1	30022	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30023"	1	30023	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserByChat_Chapter00_0010_18"	1	30024	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserByChat_Chapter00_0012_31"	1	30025	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserByChat_Chapter00_0010_08"	1	30026	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserByChat_Chapter00_0012_06"	1	30027	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30028"	1	30028	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30029"	1	30029	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30030"	1	30030	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30031"	1	30031	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30032"	1	30032	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30033"	1	30033	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30034"	1	30034	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30035"	1	30035	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30036"	1	30036	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30037"	1	30037	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30038"	1	30038	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30039"	1	30039	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30040"	1	30040	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30041"	1	30041	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30042"	1	30042	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30043"	1	30043	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30044"	1	30044	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30045"	1	30045	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30046"	1	30046	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30047"	1	30047	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30048"	1	30048	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30049"	1	30049	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30050"	1	30050	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30051"	1	30051	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30052"	1	30052	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"MainChat_2_0001_00"	1	30053	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30054"	1	30054	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30055"	1	30055	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30060"	1	30060	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30061"	1	30061	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30062"	1	30062	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_30063"	1	30063	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30101"	1	30101	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30102"	1	30102	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30103"	1	30103	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30104"	1	30104	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30105"	1	30105	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30106"	1	30106	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30107"	1	30107	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30108"	1	30108	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30109"	1	30109	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30110"	1	30110	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingTips_30117"	1	30117	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PasserBy_Chat_Chapter_30430001_15"	1	30118	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene1"	1	30120	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene2"	1	30121	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene3"	1	30122	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene4"	1	30123	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene5"	1	30124	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_BlackScene6"	1	30125	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Store_Chat_Weekly_Bubby_Game01"	1	30201	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Store_Chat_Weekly_Bubby_Game02"	1	30202	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40001"	1	40001	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter03_1001_44"	1	40002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40003"	1	40003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40004"	1	40004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40006"	1	40006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter02_0041_21"	1	40007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40008"	1	40008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40009"	1	40009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40005"	1	40010	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter02_0041_21"	1	40011	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter01_1817_04"	1	40012	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter01_1817_05"	1	40013	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter01_1801_21"	1	40014	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter01_40015"	1	40015	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40016"	1	40016	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40017"	1	40017	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40018"	1	40018	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40019"	1	40019	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40020"	1	40020	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40021"	1	40021	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40022"	1	40022	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40023"	1	40023	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40024"	1	40024	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40025"	1	40025	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1819_25"	1	40027	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1820_28"	1	40028	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1821_21"	1	40029	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_0088_10"	1	40030	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_0088_11"	1	40031	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_0088_10"	1	40032	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter03_0909_07"	1	40033	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter03_0916_12"	1	40034	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter03_0922_13"	1	40035	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_5110_46"	1	40036	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40037"	1	40037	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40038"	1	40038	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1803_04"	1	40039	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1805_08"	1	40040	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter025_1804_07"	1	40041	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"SideChat_Chapter03_1001_44"	1	40042	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_40043"	1	40043	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0219_12"	1	40044	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0501_08"	1	40045	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0603_23"	1	40048	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0606_29"	1	40049	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0223_03"	1	40050	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0607_21"	1	40051	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Chapter04_0815_07"	1	40052	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Side014_30520200_36"	1	40053	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Side_Chat_Side014_30520207_45"	1	40054	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_41007"	1	41007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_41008"	1	41008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_41009"	1	41009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50000"	1	50000	""	5	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50223"	1	50223	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50401"	1	50401	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50402"	1	50402	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50403"	1	50403	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50404"	1	50404	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50405"	1	50405	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PartnerTalkChat_PartnerCat_9014_01"	1	50406	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PartnerTalkChat_PartnerCat_0005_01"	1	50407	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"PartnerTalkChat_PartnerCat_9010_01"	1	50408	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50409"	1	50409	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50410"	1	50410	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50411"	1	50411	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50431"	1	50431	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50432"	1	50432	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50433"	1	50433	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50434"	1	50434	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50435"	1	50435	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50436"	1	50436	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50437"	1	50437	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50438"	1	50438	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50601"	1	50601	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50602"	1	50602	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50603"	1	50603	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50604"	1	50604	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_50605"	1	50605	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51801"	1	51801	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51802"	1	51802	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51803"	1	51803	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51804"	1	51804	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51805"	1	51805	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51806"	1	51806	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51807"	1	51807	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51808"	1	51808	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51809"	1	51809	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51810"	1	51810	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51811"	1	51811	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51812"	1	51812	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51813"	1	51813	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51814"	1	51814	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51815"	1	51815	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51816"	1	51816	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51817"	1	51817	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51818"	1	51818	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51819"	1	51819	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51823"	1	51823	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51824"	1	51824	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51825"	1	51825	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51833"	1	51833	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51838"	1	51838	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51839"	1	51839	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51840"	1	51840	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51841"	1	51841	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_51842"	1	51842	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55001"	1	55001	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55002"	1	55002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55003"	1	55003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55004"	1	55004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55006"	1	55006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55005"	1	55007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55010"	1	55008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55011"	1	55009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55012"	1	55010	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55013"	1	55011	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55014"	1	55012	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55016"	1	55014	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55017"	1	55015	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55018"	1	55016	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55019"	1	55019	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55020"	1	55020	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55021"	1	55021	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55022"	1	55022	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55023"	1	55023	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55024"	1	55024	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_55030"	1	55025	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Chat_ChapterNekomiya_39_23"	1	55026	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Chat_ChapterNekomiya_40_20"	1	55027	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Chat_ChapterNekomiya_41_13"	1	55028	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_1203560101"	1	55029	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_1203560201"	1	55030	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"BlackScene_1203560301"	1	55031	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChatQuest_1203550301"	1	55032	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_0021_Endding"	1	55033	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterKoleda_0022_Endding"	1	55034	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"BackSceneQuestEnd_10025258"	1	55035	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"BackSceneQuestEnd_10025259"	1	55036	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterGrace_0051_EndTransition"	1	55037	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterGrace_0050_EndTransition"	1	55038	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterGrace_0052_EndTransition"	1	55039	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special1UndercoverR&B_BlackScene_1"	1	55040	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_1"	1	55041	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_2"	1	55042	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_3"	1	55043	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_4"	1	55044	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_5"	1	55045	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"Companion_Chat_Special2_BlackScene_6"	1	55046	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58001"	1	58001	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58002"	1	58002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58003"	1	58003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58004"	1	58004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58005"	1	58005	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58006"	1	58006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_58007"	1	58007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_1203580107_EndTransitionAct"	1	58008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterBurnice_0027_Transition2"	1	58009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterBurnice_TR_003"	1	58010	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterBurnice_TR_004"	1	58011	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterBurnice_0027_Transition"	1	58012	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterEllen_Transition_10"	1	59001	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterEllen_Transition_20"	1	59002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterEllen_Transition_30"	1	59003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterEllen_Transition_40"	1	59004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"CompanionChat_ChapterEllen_Transition_50"	1	59005	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_1"	1	59006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_2"	1	59007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_3"	1	59008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_7"	1	59009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_4"	1	59013	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_5"	1	59015	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"ChapterEllen_Transition_6"	1	59016	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60002"	1	60002	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60003"	1	60003	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60004"	1	60004	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60005"	1	60005	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60006"	1	60006	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60007"	1	60007	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60008"	1	60008	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60009"	1	60009	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60010"	1	60010	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60011"	1	60011	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60012"	1	60012	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60013"	1	60013	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60014"	1	60014	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60015"	1	60015	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60016"	1	60016	""	4	[]	""	""
""	""	TRUE	""	[]	""	""	0	"LoadingQuest_60017"	1	60017	""	4	[]	""	""
